0.000000 	 0.000000 	 10.000000 	 15.000000
10.000000 	 4.400000 	 10.000000 	 15.000000
20.000000 	 12.565384 	 10.000000 	 14.921804
30.000000 	 20.809296 	 10.000000 	 14.879869
40.000000 	 29.061710 	 10.000000 	 14.873825
50.000000 	 37.252239 	 10.000000 	 14.903012
60.000000 	 45.312405 	 10.000000 	 14.966486
70.000000 	 53.176205 	 10.000000 	 15.063025
80.000000 	 60.780613 	 10.000000 	 15.191154
90.000000 	 68.066055 	 10.000000 	 15.349155
100.000000 	 74.976845 	 10.000000 	 15.535095
110.000000 	 81.461609 	 10.000000 	 15.746837
120.000000 	 87.473602 	 10.000000 	 15.982067
130.000000 	 92.971024 	 10.000000 	 16.238319
140.000000 	 97.917290 	 10.000000 	 16.512995
150.000000 	 100.000000 	 10.000000 	 16.803394
160.000000 	 100.000000 	 10.000000 	 17.097027
170.000000 	 100.000000 	 10.000000 	 17.384968
180.000000 	 100.000000 	 10.000000 	 17.667328
190.000000 	 100.000000 	 10.000000 	 17.944214
200.000000 	 100.000000 	 10.000000 	 18.215733
210.000000 	 100.000000 	 10.000000 	 18.481989
220.000000 	 100.000000 	 10.000000 	 18.743084
230.000000 	 100.000000 	 10.000000 	 18.999119
240.000000 	 100.000000 	 10.000000 	 19.250191
250.000000 	 100.000000 	 10.000000 	 19.496395
260.000000 	 100.000000 	 10.000000 	 19.737827
270.000000 	 100.000000 	 10.000000 	 19.974581
280.000000 	 100.000000 	 10.000000 	 20.206743
290.000000 	 100.000000 	 10.000000 	 20.434408
300.000000 	 100.000000 	 10.000000 	 20.657658
310.000000 	 99.539314 	 10.000000 	 20.876581
320.000000 	 95.339531 	 10.000000 	 21.089300
330.000000 	 90.760742 	 10.000000 	 21.280025
340.000000 	 85.849190 	 10.000000 	 21.447573
350.000000 	 80.653267 	 10.000000 	 21.590973
360.000000 	 75.222824 	 10.000000 	 21.709484
370.000000 	 69.608711 	 10.000000 	 21.802591
380.000000 	 63.862347 	 10.000000 	 21.870005
390.000000 	 58.035244 	 10.000000 	 21.911661
400.000000 	 52.178596 	 10.000000 	 21.927715
410.000000 	 46.342815 	 10.000000 	 21.918537
420.000000 	 40.577160 	 10.000000 	 21.884705
430.000000 	 34.929298 	 10.000000 	 21.826996
440.000000 	 29.444960 	 10.000000 	 21.746372
450.000000 	 24.167574 	 10.000000 	 21.643976
460.000000 	 19.137951 	 10.000000 	 21.521109
470.000000 	 14.393982 	 10.000000 	 21.379223
480.000000 	 9.970371 	 10.000000 	 21.219902
490.000000 	 5.898417 	 10.000000 	 21.044847
500.000000 	 2.205805 	 10.000000 	 20.855860
510.000000 	 0.000000 	 10.000000 	 20.654821
520.000000 	 0.000000 	 10.000000 	 20.448296
530.000000 	 0.000000 	 10.000000 	 20.245771
540.000000 	 0.000000 	 10.000000 	 20.047173
550.000000 	 0.000000 	 10.000000 	 19.852425
560.000000 	 0.000000 	 10.000000 	 19.661451
570.000000 	 0.000000 	 10.000000 	 19.474178
580.000000 	 0.000000 	 10.000000 	 19.290537
590.000000 	 0.000000 	 10.000000 	 19.110455
600.000000 	 0.000000 	 10.000000 	 18.933863
610.000000 	 0.000000 	 10.000000 	 18.760695
620.000000 	 0.000000 	 10.000000 	 18.590881
630.000000 	 0.000000 	 10.000000 	 18.424360
640.000000 	 0.000000 	 10.000000 	 18.261066
650.000000 	 0.000000 	 10.000000 	 18.100939
660.000000 	 0.000000 	 10.000000 	 17.943914
670.000000 	 0.000000 	 10.000000 	 17.789934
680.000000 	 0.067529 	 10.000000 	 17.638939
690.000000 	 3.099944 	 10.000000 	 17.491158
700.000000 	 6.394620 	 10.000000 	 17.359144
710.000000 	 9.918500 	 10.000000 	 17.243708
720.000000 	 13.637057 	 10.000000 	 17.145502
730.000000 	 17.514791 	 10.000000 	 17.065023
740.000000 	 21.515553 	 10.000000 	 17.002605
750.000000 	 25.602858 	 10.000000 	 16.958420
760.000000 	 29.740211 	 10.000000 	 16.932484
770.000000 	 33.891415 	 10.000000 	 16.924654
780.000000 	 61.285866 	 10.000000 	 16.934639
790.000000 	 86.984505 	 10.000000 	 17.060997
800.000000 	 100.000000 	 10.000000 	 17.294254
810.000000 	 100.000000 	 10.000000 	 17.578373
820.000000 	 100.000000 	 10.000000 	 17.856983
830.000000 	 100.000000 	 10.000000 	 18.130194
840.000000 	 100.000000 	 10.000000 	 18.398108
850.000000 	 100.000000 	 10.000000 	 18.660830
860.000000 	 100.000000 	 10.000000 	 18.918459
870.000000 	 100.000000 	 10.000000 	 19.171095
880.000000 	 100.000000 	 10.000000 	 19.418833
890.000000 	 100.000000 	 10.000000 	 19.661768
900.000000 	 100.000000 	 10.000000 	 19.899994
910.000000 	 100.000000 	 10.000000 	 20.133602
920.000000 	 100.000000 	 10.000000 	 20.362684
930.000000 	 100.000000 	 10.000000 	 20.587324
940.000000 	 100.000000 	 10.000000 	 20.807610
950.000000 	 100.000000 	 10.000000 	 21.023628
960.000000 	 100.000000 	 10.000000 	 21.235458
970.000000 	 100.000000 	 10.000000 	 21.443182
980.000000 	 100.000000 	 10.000000 	 21.646879
990.000000 	 100.000000 	 10.000000 	 21.846626
1000.000000 	 100.000000 	 10.000000 	 22.042503
1010.000000 	 100.000000 	 10.000000 	 22.234583
1020.000000 	 100.000000 	 10.000000 	 22.422939
1030.000000 	 100.000000 	 10.000000 	 22.607645
